group,tickets,median_duration_hours,median_duration_days,avg_duration_hours,avg_duration_days,avg_duration_hours_capped_168,avg_duration_days_capped_168,tickets_over_24h,tickets_over_24h_pct,tickets_over_72h,tickets_over_72h_pct,tickets_over_168h,tickets_over_168h_pct
No Ownership Transfer,2910216,0.8527777791023254,0.03553240746259689,94.85216036551343,3.9521733485630595,31.412218795216834,1.3088424498007014,843015,28.967437468559037,519861,17.86331323860497,287426,9.876449033336357
With Ownership Transfer,935959,25.534166671335697,1.063923611305654,337.9280163776947,14.080334015737279,64.89673469465124,2.704030612277135,484087,51.72096213616195,358155,38.26609926289507,242927,25.95487622855275
